title,score,developer,publisher,rom_name,size,running_total
Castlevania Chronicles,7.0,Konami,Konami,Castlevania Chronicles (USA).bin,503.8 MiB,96.4 GiB
Delta Force: Urban Warfare,7.0,Rebellion,NovaLogic,"Delta Force Urban Warfare (USA) (En,Fr,Es).bin",261.8 MiB,96.6 GiB
NASCAR Thunder 2002,6.9,EA Sports,Electronic Arts,NASCAR Thunder 2002 (USA).bin,214.1 MiB,96.8 GiB
NCAA GameBreaker 2001,6.9,989 Sports,SCEA,NCAA GameBreaker 2001 (USA) (Track 1).bin,543.0 MiB,97.4 GiB
Pro Pinball: Big Race USA,6.9,Cunning Developments,Empire Interactive,Pro Pinball - Big Race USA (USA) (Track 01).bin,97.3 MiB,97.5 GiB
Silhouette Mirage: Reprogrammed Hope,6.9,Treasure,Working Designs,Silhouette Mirage - Reprogrammed Hope (Japan) (Track 01).bin,171.0 MiB,97.6 GiB
Harry Potter and the Sorcerer's Stone,6.8,Warthog,EA Games,"Harry Potter and the Sorcerer's Stone (USA) (En,Fr,Es).bin",574.5 MiB,98.2 GiB
"Monsters, Inc. Scream Team",6.8,Artificial Mind and Movement,SCEA,"Disney-Pixar Monsters, Inc. - Scream Team (USA).bin",704.3 MiB,98.9 GiB
Driver 2,6.8,Reflections Interactive,Infogrames,Driver 2 (USA) (Disc 2) (Rev 1).bin,1.2 GiB,100.0 GiB
Ball Breakers,6.8,Lost Toys,Take-Two Interactive,Ball Breakers (USA).bin,481.4 MiB,100.5 GiB
Ducati World Racing Challenge,6.8,Attention To Detail,Acclaim,Ducati World - Racing Challenge (USA) (Track 01).bin,32.2 MiB,100.5 GiB
MLB 2004,6.8,989 Sports,SCEA,MLB 2004 (USA).bin,548.9 MiB,101.1 GiB
Ready 2 Rumble Boxing: Round 2,6.8,Midway,Midway,Ready 2 Rumble Boxing - Round 2 (USA).bin,393.1 MiB,101.5 GiB
Vanishing Point,6.8,Clockwork Games,Acclaim,Vanishing Point (USA) (Track 01).bin,208.9 MiB,101.7 GiB
Digimon Digital Card Battle,6.8,Bec,Bandai,Digimon Digital Card Battle (Europe).bin,205.8 MiB,101.9 GiB
Star Wars: Demolition,6.8,"Luxoflux, Inc.",LucasArts,Star Wars - Demolition (USA) (Track 01).bin,232.1 MiB,102.1 GiB
Dave Mirra Freestyle BMX: Maximum Remix,6.7,"Z-Axis, Ltd.",Acclaim,Dave Mirra Freestyle BMX - Maximum Remix (USA) (Track 1).bin,285.8 MiB,102.4 GiB
Martian Gothic: Unification,6.7,Creative Reality,Take-Two Interactive,Martian Gothic - Unification (USA).bin,630.1 MiB,103.0 GiB
Mega Man X6,6.7,Capcom,Capcom,Mega Man X6 (USA) (Rev 1).bin,572.2 MiB,103.5 GiB
RayCrisis,6.7,Taito Corporation,Working Designs,RayCrisis (Japan).bin,479.7 MiB,104.0 GiB
Scooby-Doo and the Cyber Chase,6.7,Art,THQ,Scooby-Doo and the Cyber Chase (USA).bin,179.9 MiB,104.2 GiB
007: The World is not Enough,6.6,Eurocom,Electronic Arts,007 - The World Is Not Enough (USA).bin,692.8 MiB,104.9 GiB
Blade (2000),6.6,Hammerhead,Activision,Blade (USA).bin,596.0 MiB,105.4 GiB
Darkstone,6.6,Delphine Software International,Take-Two Interactive,Darkstone (USA) (Track 01).bin,356.8 MiB,105.8 GiB
Disney's The Emperor's New Groove,6.6,Argonaut Games,SCEA,Disney's The Emperor's New Groove (USA).bin,586.6 MiB,106.4 GiB
F1 Championship Season 2000,6.6,EA Sports,EA Sports,F1 Championship Season 2000 (USA).bin,474.3 MiB,106.8 GiB
High Heat Major League Baseball 2002,6.6,3DO,3DO,High Heat Major League Baseball 2002 (USA) (Track 1).bin,134.5 MiB,107.0 GiB
SnoCross Championship Racing,6.6,Unique Development Studios,Crave,SnoCross Championship Racing (USA).bin,331.6 MiB,107.3 GiB
Torneko:  The Last Hope,6.6,Matrix Software,Enix Corporation,World of Dragon Warrior - Torneko - The Last Hope (USA) (Track 1).bin,556.4 MiB,107.8 GiB
Vampire Hunter D,6.6,Jaleco Entertainment,Jaleco Entertainment,Vampire Hunter D (USA).bin,457.8 MiB,108.3 GiB
Digimon World 3,6.6,Boom,Bandai,Digimon World 3 (USA).bin,617.5 MiB,108.9 GiB
