title,score,developer,publisher,rom_name,size,running_total
Naruto Shippuden: Ultimate Ninja Impact,7.5,Racjin,Namco Bandai Games,"Naruto Shippuden - Ultimate Ninja Impact (USA) (En,Fr,Es).iso",1013.7 MiB,82.6 GiB
Me & My Katamari,7.5,Namco,Namco,Me & My Katamari (USA).iso,1.6 GiB,84.3 GiB
Chili Con Carnage,7.5,Deadline Games,Eidos Interactive,Chili Con Carnage (USA) (v1.02).iso,760.2 MiB,85.0 GiB
Archer Maclean's Mercury,7.5,Awesome Studios,Ignition Entertainment,Archer Maclean's Mercury (USA).iso,275.9 MiB,85.3 GiB
Activision Hits Remixed,7.5,Digital Eclipse,Activision,Activision Hits Remixed (USA) (v1.01).iso,264.8 MiB,85.6 GiB
The Godfather: Mob Wars,7.4,Page 44 Studios,Electronic Arts,"Godfather, The - Mob Wars (USA).iso",1.3 GiB,86.8 GiB
Summon Night 5,7.4,Felistella,GAIJINWORKS,Summon Night 5 (USA).iso,855.7 MiB,87.7 GiB
PQ2: Practical Intelligence Quotient,7.4,Now Production,D3Publisher,PQ - Practical Intelligence Quotient (USA) (v1.01).iso,170.4 MiB,87.8 GiB
Infected (2005),7.4,Planet Moon Studios,Majesco,Infected (USA) (v1.02).iso,562.7 MiB,88.4 GiB
Freekscape: Escape From Hell,7.4,Kidguru Studios,Creat Studios,Freekscape - Escape From Hell (USA) (minis) (PSN).iso,205.2 MiB,88.6 GiB
Every Extend Extra,7.4,Q Entertainment,Buena Vista Games,Every Extend Extra (USA).iso,357.3 MiB,88.9 GiB
Yu-Gi-Oh! 5D's Tag Force 5,7.3,Konami,Konami,"Yu-Gi-Oh! 5D's - Tag Force 5 (USA) (En,Fr,De,Es,It).iso",1.6 GiB,90.5 GiB
Wild ARMs XF,7.3,Media.Vision,XSEED Games,Wild Arms XF (USA).iso,1.6 GiB,92.1 GiB
Untold Legends: The Warrior's Code,7.3,Sony Online Entertainment,Sony Online Entertainment,Untold Legends - The Warrior's Code (USA) (v1.02).iso,1004.9 MiB,93.1 GiB
NFL Street 2 Unleashed,7.3,EA Tiburon,EA Sports Big,NFL Street 2 Unleashed (USA) (v1.02).iso,663.6 MiB,93.7 GiB
Hexyz Force,7.3,Sting,Atlus,Hexyz Force (USA).iso,675.8 MiB,94.4 GiB
Dungeon Maker: Hunting Ground,7.3,Global A,XSEED Games,Dungeon Maker - Hunting Ground (USA) (v1.01).iso,143.5 MiB,94.5 GiB
After Burner: Black Falcon,7.3,Planet Moon Studios,Sega,"After Burner - Black Falcon (USA) (En,Fr,Es,It,Nl).iso",407.6 MiB,94.9 GiB
Adventures to Go!,7.3,Global A,Natsume,Adventures to Go! (USA) (v1.02).iso,168.0 MiB,95.1 GiB
World Tour Soccer 06,7.2,SCEE London Studio,SCEA,World Tour Soccer 06 (USA).iso,864.4 MiB,95.9 GiB
Vibes,7.2,Laughing Jackal,Laughing Jackal,Vibes (USA) (v2) (minis) (PSN).iso,184.3 MiB,96.1 GiB
Tokobot,7.2,Tecmo,Tecmo,Tokobot (USA) (v1.02).iso,313.3 MiB,96.4 GiB
The Silent Hill Experience,7.2,Konami,Konami,Silent Hill Origins (USA) (PSN).iso,767.4 MiB,97.2 GiB
SOCOM: U.S. Navy SEALs Tactical Strike,7.2,Slant Six,SCEA,SOCOM - U.S. Navy SEALs - Tactical Strike (USA).iso,1.3 GiB,98.5 GiB
Monster Hunter Freedom 2,7.2,Capcom,Capcom,Monster Hunter Freedom 2 (USA) (v1.01).iso,798.4 MiB,99.2 GiB
Medal of Honor Heroes,7.2,Team Fusion,EA Games,Medal of Honor - Heroes (USA).iso,1.3 GiB,100.6 GiB
Lord of Arcana,7.2,Access Games,Square Enix,"Lord of Arcana (USA) (En,Fr).iso",767.7 MiB,101.3 GiB
Dead or Alive Paradise,7.2,Team Ninja,Tecmo,Dead or Alive - Paradise (USA) (v1.01).iso,829.7 MiB,102.1 GiB
Young Thor,7.1,Frima Studio,Frima Studio,Young Thor (USA) (minis) (PSN).iso,201.7 MiB,102.3 GiB
The 3rd Birthday,7.1,HexaDrive,Square Enix,"3rd Birthday, The (USA).iso",1.4 GiB,103.7 GiB
Rocky Balboa,7.1,Ubisoft,Ubisoft,Rocky Balboa (USA) (v1.02).iso,864.3 MiB,104.5 GiB
Monster Hunter Freedom,7.1,Capcom,Capcom,Monster Hunter Freedom (USA) (v1.01).iso,706.9 MiB,105.2 GiB
Dungeons & Dragons Tactics,7.1,Kuju Entertainment,Atari SA,Dungeons & Dragons Tactics (USA) (v1.01).iso,462.4 MiB,105.7 GiB
Driver '76,7.1,Sumo Digital,Ubisoft,Driver 76 (USA).iso,1.0 GiB,106.7 GiB
Ace Combat: Joint Assault,7.1,Project Aces ,Namco Bandai Games,Ace Combat - Joint Assault (USA).iso,1.6 GiB,108.4 GiB
Yu-Gi-Oh! GX Tag Force,7.0,Konami,Konami,Yu-Gi-Oh! GX - Tag Force (USA) (v1.03).iso,669.2 MiB,109.0 GiB
World Tour Soccer,7.0,SCEE,SCEA,"World Tour Soccer (USA) (En,Fr,Es,It) (v1.01).iso",496.0 MiB,109.5 GiB
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,7.0,CyberConnect2,Namco Bandai Games,Naruto - Ultimate Ninja Heroes 2 - The Phantom Fortress (USA).iso,1.1 GiB,110.6 GiB
Naruto: Ultimate Ninja Heroes,7.0,CyberConnect2,Namco Bandai Games,Naruto - Ultimate Ninja Heroes (USA).iso,242.3 MiB,110.9 GiB
Kenka Bancho: Badass Rumble,7.0,Bullets,Atlus,Kenka Bancho - Badass Rumble (USA).iso,499.9 MiB,111.4 GiB
Atari Classics Evolved,7.0,Stainless Games,Atari SA,Atari Classics Evolved (USA) (v1.02).iso,80.1 MiB,111.4 GiB
R-Type Command,6.9,Irem,Atlus,R-Type Command (USA).iso,318.1 MiB,111.7 GiB
PQ: Practical Intelligence Quotient,6.9,Now Production,D3Publisher,PQ - Practical Intelligence Quotient (USA) (v1.01).iso,170.4 MiB,111.9 GiB
NBA Ballers: Rebound,6.9,Backbone Entertainment,Midway,NBA Ballers Rebound (USA) (v1.05).iso,846.9 MiB,112.7 GiB
NBA 10 The Inside,6.9,SCEA San Diego Studios,SCEA,NBA 10 - The Inside (USA).iso,1.0 GiB,113.8 GiB
MotoGP (2006),6.9,Namco Bandai Games,Namco Bandai Games,"MotoGP (Europe) (En,Fr,De,It,Nl).iso",402.8 MiB,114.1 GiB
Metal Gear Solid: Portable Ops Plus,6.9,Kojima Productions,Konami,Metal Gear Solid - Portable Ops Plus (USA) (v1.01).iso,1.2 GiB,115.3 GiB
Harvest Moon: Boy & Girl,6.9,Marvelous Entertainment,Natsume,Harvest Moon - Boy & Girl (USA).iso,325.7 MiB,115.6 GiB
Assassin's Creed: Bloodlines,6.9,Griptonite Games,Ubisoft,"Assassin's Creed - Bloodlines (USA) (En,Fr,De,Es,It).iso",772.1 MiB,116.4 GiB
Arctic Adventures: Polar's Puzzles,6.9,Eiconic Games,Eiconic Games,Arctic Adventures - Polar's Puzzles (USA) (minis) (PSN).iso,138.7 MiB,116.5 GiB
Zombie Tycoon,6.8,Frima Studio,Frima Studio,Zombie Tycoon (USA) (v3) (minis) (PSN).iso,190.0 MiB,116.7 GiB
Fighting Fantasy: The Warlock of Firetop Mountain (2011),6.8,Laughing Jackal,Laughing Jackal,Fighting Fantasy - The Warlock of Firetop Mountain (USA) (minis) (PSN).iso,151.8 MiB,116.9 GiB
Buzz! Master Quiz,6.8,Relentless Software,SCEA,Buzz! Master Quiz (USA).iso,864.4 MiB,117.7 GiB
WRC: FIA World Rally Championship (2006),6.7,Traveller's Tales,Namco Bandai Games,WRC - FIA World Rally Championship (USA) (v1.01).iso,1.2 GiB,118.9 GiB
Tales of the World: Radiant Mythology,6.7,Alfa System,Namco Bandai Games,Tales of the World - Radiant Mythology (USA).iso,419.3 MiB,119.3 GiB
Spider-Man 2 (2005),6.7,Vicarious Visions,Activision,Spider-Man 2 (USA) (v1.01).iso,556.5 MiB,119.9 GiB
Pilot Academy,6.7,Kuju Entertainment,Marvelous Entertainment,"Pilot Academy (Europe) (En,Ja,Fr,De,Es,It) (v1.01).iso",313.1 MiB,120.2 GiB
MVP Baseball,6.7,EA Canada,Electronic Arts,MVP Baseball (USA) (v1.02).iso,1.3 GiB,121.5 GiB
