title,score,developer,publisher,rom_name,size,running_total
Shadow Hearts: From the New World,8.1,Nautilus,XSEED Games,Shadow Hearts - From the New World (USA).iso,4.0 GiB,398.6 GiB
Resident Evil Outbreak,8.1,Capcom,Capcom,Resident Evil - Outbreak (USA) (v2.00).iso,4.4 GiB,403.0 GiB
R-Type Final,8.1,Irem,Eidos Interactive,R-Type Final (USA).iso,3.1 GiB,406.1 GiB
MLB 2006,8.1,989 Sports,SCEA,MLB 2006 (USA).iso,4.3 GiB,410.4 GiB
Kessen II,8.1,Koei,Koei,Kessen II (USA).iso,4.1 GiB,414.5 GiB
Dynasty Warriors 2,8.1,Omega Force,Koei,Dynasty Warriors 2 (USA) (Track 1).bin,621.1 MiB,415.1 GiB
Devil Kings,8.1,Capcom,Capcom,Devil Kings (USA).iso,4.4 GiB,419.5 GiB
Bloody Roar 3,8.1,Eighting,Activision,Bloody Roar 3 (USA).bin,640.8 MiB,420.1 GiB
.hack//G.U. vol. 2//Reminisce,8.1,CyberConnect2,Namco Bandai Games,Dot Hack G.U. Vol. 2 - Reminisce (USA).iso,3.8 GiB,423.9 GiB
The Getaway: Black Monday,8.0,SCEE London Studio,SCEA,"Getaway, The - Black Monday (USA) (En,Fr,Es).iso",3.9 GiB,427.8 GiB
Tekken 4,8.0,Namco,Namco,Tekken 4 (USA).iso,2.5 GiB,430.3 GiB
Road Trip (2002),8.0,E-Game Inc.,Conspiracy Entertainment,Road Trip (USA).bin,587.8 MiB,430.9 GiB
MotoGP 3,8.0,Namco,Namco,MotoGP 3 (USA).iso,2.7 GiB,433.7 GiB
Metal Gear Solid: The Essential Collection,8.0,Konami,Konami,"Metal Gear Solid 3 - Subsistence (USA) (En,Es) (Disc 3) (Existence) (Limited Edition).iso",11.5 GiB,445.1 GiB
Hot Shots Golf Fore!,8.0,Clap Hanz,SCEA,Hot Shots Golf Fore! (USA).iso,2.7 GiB,447.9 GiB
Grandia Xtreme,8.0,Game Arts,Enix Corporation,Grandia Xtreme (USA).iso,2.0 GiB,449.8 GiB
Grandia III,8.0,Game Arts,Square Enix,Grandia III (USA) (Disc 2).iso,8.1 GiB,457.9 GiB
Galerians: Ash,8.0,Polygon Magic,Sammy Studios,Galerians - Ash (USA).iso,4.2 GiB,462.2 GiB
EyeToy: Play,8.0,SCEE,SCEA,EyeToy - Play (USA).iso,4.0 GiB,466.2 GiB
Colosseum: Road to Freedom,8.0,Goshow,Koei,Colosseum - Road to Freedom (Europe).iso,2.7 GiB,468.9 GiB
ATV Offroad Fury 4,8.0,Climax Studios,SCEA,"ATV Offroad Fury 4 (Europe) (En,Fr,De,Es,It,Pt,Pl,Ru,El).iso",7.5 GiB,476.4 GiB
Twisted Metal: Black Online,7.9,Incognito Inc.,SCEA,Twisted Metal - Black Online (USA).bin,488.2 MiB,476.9 GiB
Tales of Legendia,7.9,Namco,Namco,Tales of Legendia (USA).iso,3.7 GiB,480.5 GiB
Street Fighter Alpha Anthology,7.9,Capcom,Capcom,Street Fighter Alpha Anthology (USA).iso,4.4 GiB,484.9 GiB
Sky Odyssey,7.9,CAProduction,Activision,Sky Odyssey (USA).iso,2.1 GiB,487.1 GiB
Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,7.9,Atlus,Atlus,Shin Megami Tensei - Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (USA).iso,3.6 GiB,490.6 GiB
Shadow Man: 2econd Coming,7.9,Acclaim Studios Teeside,Acclaim,Shadow Man - 2econd Coming (USA).bin,560.0 MiB,491.2 GiB
Robot Alchemic Drive,7.9,Sandlot,Enix Corporation,Robot Alchemic Drive (USA).bin,495.2 MiB,491.7 GiB
Ridge Racer V,7.9,Namco,Namco,Ridge Racer V (USA).bin,715.5 MiB,492.4 GiB
Mobile Suit Gundam: Zeonic Front,7.9,Bec,Bandai,Mobile Suit Gundam - Zeonic Front (USA).iso,1.9 GiB,494.3 GiB
Kuon,7.9,From Software,Agetec,Kuon (USA).iso,2.0 GiB,496.3 GiB
Dynasty Tactics,7.9,Koei,Koei,Dynasty Tactics (USA).iso,3.7 GiB,500.0 GiB
Dirge of Cerberus: Final Fantasy VII,7.9,Square Enix,Square Enix,Dirge of Cerberus - Final Fantasy VII (USA).iso,3.8 GiB,503.7 GiB
AquaAqua,7.9,Zed Two Limited,3DO,Aqua Aqua (USA).bin,650.5 MiB,504.4 GiB
World Tour Soccer 2003,7.8,SCEE London Studio,989 Sports,"World Tour Soccer 2003 (USA) (En,Fr,De,Es,It,Nl,Pt).iso",2.6 GiB,507.0 GiB
Wild ARMs 5,7.8,Media.Vision,XSEED Games,Wild Arms 5 (USA).iso,4.1 GiB,511.1 GiB
The Adventures of Cookie & Cream,7.8,From Software,Agetec,"Adventures of Cookie & Cream, The (USA).iso",1.3 GiB,512.4 GiB
Syphon Filter: The Omega Strain,7.8,Sony Bend,SCEA,Syphon Filter - The Omega Strain (USA).iso,3.2 GiB,515.6 GiB
Swing Away Golf,7.8,T&E Soft,Electronic Arts,Swing Away Golf (USA).bin,680.3 MiB,516.3 GiB
SingStar '80s,7.8,SCEE London Studio,SCEA,SingStar '80s (USA).iso,4.3 GiB,520.6 GiB
Shin Megami Tensei: Digital Devil Saga,7.8,Atlus,Atlus,Shin Megami Tensei - Digital Devil Saga (USA).iso,4.2 GiB,524.8 GiB
Seek and Destroy,7.8,Barnhouse Effect,Conspiracy Entertainment,Seek and Destroy (USA).iso,1.2 GiB,526.0 GiB
MotoGP 2 (2001),7.8,Namco,Namco,MotoGP 2 (USA).bin,717.2 MiB,526.7 GiB
