title,score,developer,publisher,rom_name,size,running_total
The Munchables,8.0,Now Production,Namco Bandai Games,"Munchables, The (USA) (En,Fr,Es).iso",4.4 GiB,640.4 GiB
Trauma Center: Second Opinion,8.0,Atlus,Atlus,Trauma Center - Second Opinion (USA).iso,4.4 GiB,644.8 GiB
Wii Fit,8.0,Nintendo,Nintendo,"Wii Fit (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,649.2 GiB
Wii Fit Plus,8.0,Nintendo,Nintendo,"Wii Fit Plus (USA) (En,Fr,Es).iso",4.4 GiB,653.6 GiB
Wii Party,8.0,Nd Cube,Nintendo,"Wii Party (USA) (En,Fr,Es).iso",4.4 GiB,657.9 GiB
Alien Syndrome (2007),7.9,Totally Games,Sega,Alien Syndrome (USA).iso,4.4 GiB,662.3 GiB
Band Hero,7.9,Neversoft Entertainment,Activision,Band Hero (USA).iso,4.4 GiB,666.7 GiB
Bit.Trip Void,7.9,Gaijin Games,Aksys Games,Bit. Trip Void (USA) (WiiWare).wad,42.9 MiB,666.7 GiB
EA Sports Active 2,7.9,EA Canada,EA Sports,"EA Sports Active 2 - Personal Trainer (USA) (En,Fr,Es).iso",4.4 GiB,671.1 GiB
Jerry Rice & Nitus' Dog Football,7.9,Judo Baby,Tommo,Jerry Rice & Nitus' Dog Football (USA).iso,4.4 GiB,675.5 GiB
Klonoa: Door to Phantomile,7.9,Paon Corporation,Namco Bandai Games,Kaze no Klonoa - Door to Phantomile (Japan).iso,4.4 GiB,679.9 GiB
LEGO Harry Potter: Years 1-4,7.9,Traveller's Tales,Warner Bros. Interactive Entertainment,"LEGO Harry Potter - Years 1-4 (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,684.2 GiB
