title,score,developer,publisher,rom_name,size,running_total
Star Wars: Starfighter,8.4,LucasArts,LucasArts,Star Wars - Starfighter (USA) (Rev 1).bin,717.1 MiB,948.2 GiB
The King of Fighters 2006,8.4,SNK Playmore,SNK Playmore,"King of Fighters 2006, The (USA).iso",2.0 GiB,950.2 GiB
Ty the Tasmanian Tiger 2: Bush Rescue,8.4,Krome Studios,EA Games,TY the Tasmanian Tiger 2 - Bush Rescue (USA).iso,3.5 GiB,953.7 GiB
"Warhammer 40,000: Fire Warrior",8.4,Kuju Entertainment,THQ,"Warhammer 40,000 - Fire Warrior (USA).iso",1.2 GiB,954.8 GiB
WWE SmackDown! vs. Raw 2006,8.4,Yuke's,THQ,WWE SmackDown! vs. Raw 2006 (USA).iso,4.0 GiB,958.8 GiB
Yu-Gi-Oh! The Duelists of the Roses,8.4,Konami,Konami,Yu-Gi-Oh! The Duelists of the Roses (USA).iso,2.0 GiB,960.8 GiB
Ar tonelico II: Melody of Metafalica,8.3,Gust,NIS America,Ar tonelico II - Melody of Metafalica (USA).iso,4.1 GiB,964.9 GiB
Astro Boy,8.3,Sonic Team,Sega,Astro Boy (USA).iso,4.3 GiB,969.2 GiB
Britney's Dance Beat,8.3,Metro Graphics,THQ,Britney's Dance Beat (USA).iso,4.2 GiB,973.4 GiB
Castlevania: Curse of Darkness,8.3,Konami,Konami,Castlevania - Curse of Darkness (USA).iso,3.3 GiB,976.7 GiB
Echo Night Beyond,8.3,From Software,Agetec,Echo Night - Beyond (USA).iso,1.6 GiB,978.4 GiB
Enter the Matrix,8.3,Shiny Entertainment,Infogrames,Enter the Matrix (USA) (v2.00).iso,3.7 GiB,982.0 GiB
ESPN NBA 2K5,8.3,Visual Concepts,Sega,ESPN NBA 2K5 (USA).iso,3.2 GiB,985.2 GiB
F1 2001,8.3,EA Sports,Electronic Arts,"F1 2001 (USA) (En,Fr,Es).bin",570.5 MiB,985.8 GiB
FIFA 2001,8.3,EA Canada,Electronic Arts,"FIFA 2001 (USA) (En,De,Es,Nl,Sv).bin",505.5 MiB,986.3 GiB
FIFA 08 Soccer,8.3,EA Canada,EA Sports,"FIFA Soccer 12 (USA, Brazil).iso",4.4 GiB,990.7 GiB
Frequency,8.3,Harmonix Music Systems,SCEA,Frequency (USA).bin,427.7 MiB,991.1 GiB
Indigo Prophecy,8.3,Quantic Dream,Atari SA,Indigo Prophecy (USA).iso,1.8 GiB,992.9 GiB
Karaoke Revolution (2003),8.3,Harmonix Music Systems,Konami,Karaoke Revolution (USA).iso,1.7 GiB,994.6 GiB
Kya: Dark Lineage,8.3,Eden Studios,Atari SA,Kya - Dark Lineage (USA).iso,1.8 GiB,996.5 GiB
Lego Indiana Jones: The Original Adventures,8.3,Traveller's Tales,LucasArts,LEGO Indiana Jones - The Original Adventures (USA).iso,4.4 GiB,1000.8 GiB
Max Payne 2: The Fall of Max Payne,8.3,Remedy Entertainment,Rockstar Games,Max Payne 2 - The Fall of Max Payne (USA).iso,2.4 GiB,1003.2 GiB
